link,price,street,property_type,neighborhood,city,floor,rooms,area_sqm,price_per_sqrm
https://www.yad2.co.il/realestate/item/kqh8s8jf?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=43,4900000.0,אביזוהר,דירה,בית הכרם,ירושלים,2.0,5.0,115.0,42608.69565217391
https://www.yad2.co.il/realestate/item/aykcti4d?opened-from=feed&component-type=main_feed&spot=standard&location=22&pagination=44,3180000.0,חוזה סן מרטין 6,דירה,קטמונים,ירושלים,2.0,3.0,59.0,53898.30508474576
https://www.yad2.co.il/realestate/item/sxe1u7h7?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=44,3250000.0,שושנה פוליאקוב,דירה,ירושלים,ירושלים,4.0,3.0,80.0,40625.0
https://www.yad2.co.il/realestate/item/oxkwbto3?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=44,5500000.0,הבנאי,דירה,בית הכרם,ירושלים,3.0,4.0,132.0,41666.666666666664
https://www.yad2.co.il/realestate/item/kqh8s8jf?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=44,4900000.0,אביזוהר,דירה,בית הכרם,ירושלים,2.0,5.0,115.0,42608.69565217391
https://www.yad2.co.il/realestate/item/spnpsp37?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=45,3750000.0,הציונות 10,דירה,קרית היובל,ירושלים,1.0,4.0,120.0,31250.0
https://www.yad2.co.il/realestate/item/irtrp5ds?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=45,4700000.0,שניאור פלג 3,דירה,רמות רחל,ירושלים,2.0,4.0,105.0,44761.90476190476
https://www.yad2.co.il/realestate/item/zaov7txx?opened-from=feed&component-type=main_feed&spot=standard&location=27&pagination=45,3380000.0,הקונגרס הציוני,דירה,ירושלים,ירושלים,8.0,4.0,90.0,37555.555555555555
https://www.yad2.co.il/realestate/item/vkuqea7c?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=45,5450000.0,רמת מוצא,דופלקס,רמת מוצא,ירושלים,1.0,5.0,170.0,32058.82352941177
https://www.yad2.co.il/realestate/item/kp6lovq9?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=46,3695000.0,אברהם פררה,דירה,הולילנד,ירושלים,7.0,4.0,110.0,33590.90909090909
https://www.yad2.co.il/realestate/item/uajaosqb?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=46,2390000.0,בוליביה 4,דירה,קרית היובל,ירושלים,4.0,3.0,75.0,31866.666666666668
https://www.yad2.co.il/realestate/item/9a0axu4z?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=47,1950000.0,האחות יהודית 236,דירה,גילה,ירושלים,2.0,3.0,60.0,32500.0
https://www.yad2.co.il/realestate/item/uajaosqb?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=47,2390000.0,בוליביה 4,דירה,קרית היובל,ירושלים,4.0,3.0,75.0,31866.666666666668
https://www.yad2.co.il/realestate/item/2qs2vn65?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=47,2540000.0,הנורית,דירה,עיר גנים,ירושלים,4.0,4.0,85.0,29882.352941176472
https://www.yad2.co.il/realestate/item/yi3m2ytt?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=48,1950000.0,אדם 1,דירה,ארמון הנציב,ירושלים,1.0,4.0,55.0,35454.545454545456
https://www.yad2.co.il/realestate/item/qakg397q?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=48,2640000.0,הבבא סאלי 12,דירה,חומת שמואל,ירושלים,5.0,4.0,100.0,26400.0
https://www.yad2.co.il/realestate/item/ky4ruwep?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=48,3800000.0,גדעון,דירה,בקעה,ירושלים,3.0,4.0,85.0,44705.882352941175
https://www.yad2.co.il/realestate/item/yjht33u6?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=49,2420000.0,מבוא הצרי 6,דירה,גילה,ירושלים,2.0,4.0,80.0,30250.0
https://www.yad2.co.il/realestate/item/ogkj6gut?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=49,3800000.0,חיים תורן 37,דירת גן,פסגת זאב,ירושלים,0.0,6.0,260.0,14615.384615384615
https://www.yad2.co.il/realestate/item/apcjyni2?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=50,3900000.0,דוד אלרואי 5,דירה,קטמון הישנה,ירושלים,6.0,3.0,70.0,55714.28571428572
https://www.yad2.co.il/realestate/item/0vuyorbn?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=50,4050000.0,ארתור הנטקה 68,דירה,קרית היובל,ירושלים,9.0,4.0,119.0,34033.61344537815
https://www.yad2.co.il/realestate/item/vr66o3mm?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=50,3250000.0,"בית הכרם, רמת בית הכרם",דירה,בית הכרם,ירושלים,4.0,4.0,124.0,26209.677419354837
https://www.yad2.co.il/realestate/item/3cnptsp4?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=51,1460000.0,גולומב 23,דירה,קרית היובל,ירושלים,8.0,2.0,40.0,36500.0
https://www.yad2.co.il/realestate/item/nnjer4vb?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=51,1800000.0,גולומב 23,דירה,קרית היובל,ירושלים,5.0,3.0,53.0,33962.264150943396
https://www.yad2.co.il/realestate/item/0veogc51?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=51,2620000.0,גולומב 23,דירה,קרית היובל,ירושלים,14.0,3.0,57.0,45964.91228070176
https://www.yad2.co.il/realestate/item/ddiqqguy?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=51,2400000.0,משה רחמילביץ' 150,דירה,פסגת זאב,ירושלים,2.0,3.0,88.0,27272.727272727272
https://www.yad2.co.il/realestate/item/s6x3q7p5?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=51,3700000.0,אהרון אשכולי 124,גג/ פנטהאוז,רמות,ירושלים,2.0,7.0,160.0,23125.0
https://www.yad2.co.il/realestate/item/vr66o3mm?opened-from=feed&component-type=main_feed&spot=standard&location=21&pagination=51,3250000.0,"בית הכרם, רמת בית הכרם",דירה,בית הכרם,ירושלים,4.0,4.0,124.0,26209.677419354837
https://www.yad2.co.il/realestate/item/i47vd77j?opened-from=feed&component-type=main_feed&spot=standard&location=27&pagination=51,4450000.0,"בית הכרם, רמת בית הכרם",דירה,בית הכרם,ירושלים,1.0,4.0,103.0,43203.88349514563
https://www.yad2.co.il/realestate/item/gz8v49ld?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=52,4470000.0,הרב אברהם זקן 1,דירה,מורדות ארנונה,ירושלים,10.0,4.0,126.0,35476.19047619047
https://www.yad2.co.il/realestate/item/knsyk05c?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=52,2080000.0,"ארמון הנציב, תלפיות מזרח",דירה,ארמון הנציב,ירושלים,2.0,4.0,80.0,26000.0
https://www.yad2.co.il/realestate/item/uymnhvly?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=54,3400000.0,ברכת אברהם 20,דירה,רמת שלמה,ירושלים,1.0,4.0,100.0,34000.0
https://www.yad2.co.il/realestate/item/xywora6v?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=54,3700000.0,זאב חקלאי 4,דירה,בית וגן,ירושלים,1.0,4.0,125.0,29600.0
https://www.yad2.co.il/realestate/item/jckxfft6?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=54,3780000.0,הארזים,דירה,בית הכרם,ירושלים,0.0,3.0,82.0,46097.560975609755
https://www.yad2.co.il/realestate/item/g5t4skd1?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=55,2100000.0,גולומב 23,דירה,קרית היובל,ירושלים,2.0,3.0,55.0,38181.818181818184
https://www.yad2.co.il/realestate/item/fu91vedr?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=55,3100000.0,משה קול 20,דירה,בית הכרם,ירושלים,1.0,3.0,70.0,44285.71428571428
https://www.yad2.co.il/realestate/item/yfhk6y24?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=56,4390000.0,הרב אליעזר ברגמן 16,דירה,בית וגן,ירושלים,4.0,4.0,110.0,39909.09090909091
https://www.yad2.co.il/realestate/item/2upmb41y?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=56,2950000.0,נוף הרים,דירה,בית הכרם,ירושלים,1.0,3.0,60.0,49166.666666666664
https://www.yad2.co.il/realestate/item/sdnr3jk4?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=56,2070000.0,שלמה,דירה,פסגת זאב,ירושלים,1.0,3.0,66.0,31363.636363636364
https://www.yad2.co.il/realestate/item/cctx6l6w?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=57,3080000.0,אדמונד סחייק,דירה,מלחה,ירושלים,4.0,3.0,116.0,26551.724137931036
https://www.yad2.co.il/realestate/item/vy9pj4n8?opened-from=feed&component-type=main_feed&spot=standard&location=27&pagination=57,4100000.0,הרב חיים ברלין,דירה,קרית שמואל,ירושלים,2.0,4.0,96.0,42708.333333333336
https://www.yad2.co.il/realestate/item/1rv4srqc?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=57,6100000.0,משה קול,דירת גן,בית הכרם,ירושלים,1.0,4.0,124.0,49193.54838709677
https://www.yad2.co.il/realestate/item/7cd5xxo5?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=58,2800000.0,זאב שרף 8,דירה,פסגת זאב,ירושלים,2.0,4.0,90.0,31111.11111111111
https://www.yad2.co.il/realestate/item/x82u6fju?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=58,3300000.0,נהוראי 4,דירה,קטמונים,ירושלים,2.0,4.0,85.0,38823.529411764706
https://www.yad2.co.il/realestate/item/rrwvi06p?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=58,3690000.0,האייל,דירה,מלחה,ירושלים,1.0,4.0,115.0,32086.956521739132
https://www.yad2.co.il/realestate/item/b67e10rp?opened-from=feed&component-type=main_feed&spot=standard&location=27&pagination=59,4050000.0,הנרייטה סולד 7,דירה,קרית היובל,ירושלים,21.0,5.0,136.0,29779.41176470588
https://www.yad2.co.il/realestate/item/hy9igc6j?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=60,3990000.0,הרב שך 12,דירה,רמת שלמה,ירושלים,2.0,5.0,118.0,33813.5593220339
https://www.yad2.co.il/realestate/item/7o75qelf?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=60,3650000.0,משה קול,דירת גן,בית הכרם,ירושלים,1.0,3.0,70.0,52142.857142857145
https://www.yad2.co.il/realestate/item/nb7aq70v?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=61,12500000.0,הירמוך 9,מגרשים,מחנה יהודה - לב העיר,ירושלים,0.0,12.0,600.0,20833.333333333332
https://www.yad2.co.il/realestate/item/7o75qelf?opened-from=feed&component-type=main_feed&spot=standard&location=21&pagination=61,3650000.0,משה קול,דירת גן,בית הכרם,ירושלים,1.0,3.0,70.0,52142.857142857145
https://www.yad2.co.il/realestate/item/5mgiqd10?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=61,2700000.0,השומר 10,דירת גן,קטמונים,ירושלים,0.0,3.0,70.0,38571.42857142857
https://www.yad2.co.il/realestate/item/n5awcnoy?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=63,2350000.0,בר יוחאי 7,דירה,קטמונים,ירושלים,0.0,2.0,30.0,78333.33333333333
https://www.yad2.co.il/realestate/item/e8ws592n?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=63,2400000.0,שדרות משה דיין,דירה,ירושלים,ירושלים,3.0,4.0,75.0,32000.0
https://www.yad2.co.il/realestate/item/opq01kw8?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=63,4600000.0,אל סלוודור,דירה,גבעת משואה,ירושלים,1.0,5.0,125.0,36800.0
https://www.yad2.co.il/realestate/item/a4c718wo?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=64,6125000.0,מרדכי כספי 8,דירה,צפון תלפיות,ירושלים,1.0,5.0,127.0,48228.34645669291
https://www.yad2.co.il/realestate/item/p5whwg0u?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=64,4950000.0,מרה,גג/ פנטהאוז,בית הכרם,ירושלים,4.0,5.0,130.0,38076.92307692308
https://www.yad2.co.il/realestate/item/4o5yenea?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=65,2500000.0,בוליביה,דירה,קרית היובל,ירושלים,1.0,2.0,50.0,50000.0
https://www.yad2.co.il/realestate/item/vnrix6ga?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=66,3300000.0,"מלחה, מנחת",דירה,מלחה,ירושלים,5.0,4.0,100.0,33000.0
https://www.yad2.co.il/realestate/item/o8a0ocm5?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=66,23000000.0,חנוך קלעי,בית פרטי/ קוטג',מלחה,ירושלים,0.0,10.0,440.0,52272.72727272727
https://www.yad2.co.il/realestate/item/sf55ih1p?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=68,3560000.0,אברהם שלום יהודה 20,דירה,תלפיות,ירושלים,17.0,3.0,106.0,33584.90566037736
https://www.yad2.co.il/realestate/item/z1mxpzhj?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=68,7350000.0,אליעזרי,בית פרטי/ קוטג',בית וגן,ירושלים,0.0,8.0,200.0,36750.0
https://www.yad2.co.il/realestate/item/pk6jqep2?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=70,2750000.0,החרצית,דירה,קרית מנחם,ירושלים,4.0,4.0,125.0,22000.0
https://www.yad2.co.il/realestate/item/430tzgr3?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=70,5900000.0,"החי""ם",דירה,קטמון הישנה,ירושלים,2.0,5.0,122.0,48360.65573770492
https://www.yad2.co.il/realestate/item/8tmk0jje?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=70,4700000.0,המושבה היוונית,דירה,המושבה היוונית,ירושלים,1.0,4.0,105.0,44761.90476190476
https://www.yad2.co.il/realestate/item/69ghfjoo?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=70,3890000.0,רפאל דה לה פרגולה,דירת גן,גילה,ירושלים,0.0,7.0,160.0,24312.5
https://www.yad2.co.il/realestate/item/ccd9pkqq?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=71,2530000.0,הרב מן ההר 28,דירה,חומת שמואל,ירושלים,2.0,4.0,92.0,27500.0
https://www.yad2.co.il/realestate/item/ce3a7kg8?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=71,8790000.0,רמת מוצא 24,בית פרטי/ קוטג',רמת מוצא,ירושלים,0.0,6.0,240.0,36625.0
https://www.yad2.co.il/realestate/item/0eit0f2j?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=71,3900000.0,גילה,בית פרטי/ קוטג',גילה,ירושלים,0.0,7.0,200.0,19500.0
https://www.yad2.co.il/realestate/item/74w5ji03?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=72,1610000.0,מאיר נקר 49,דירה,ארמון הנציב,ירושלים,1.0,2.0,43.0,37441.86046511628
https://www.yad2.co.il/realestate/item/0mrvhsmt?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=72,3690000.0,שמעון 14,דירת גן,בקעה,ירושלים,0.0,3.0,150.0,24600.0
https://www.yad2.co.il/realestate/item/iab7jwsj?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=73,3970000.0,רמת דניה,דירה,רמת דניה,ירושלים,5.0,4.0,108.0,36759.25925925926
https://www.yad2.co.il/realestate/item/jzwoze1e?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=74,5000000.0,אורוגואי 19,טריפלקס,קרית היובל,ירושלים,2.0,6.0,150.0,33333.333333333336
https://www.yad2.co.il/realestate/item/84c02v8l?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=74,3000000.0,בית וגן 18,דירה,בית וגן,ירושלים,2.0,4.0,85.0,35294.117647058825
https://www.yad2.co.il/realestate/item/4zb9ld6a?opened-from=feed&component-type=main_feed&spot=standard&location=32&pagination=74,3830000.0,משה קול,דירה,בית הכרם,ירושלים,1.0,4.0,93.0,41182.79569892473
https://www.yad2.co.il/realestate/item/hgg9wfvq?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=75,2800000.0,קולומביה 1,דירה,קרית מנחם,ירושלים,2.0,4.0,95.0,29473.684210526317
https://www.yad2.co.il/realestate/item/e4qg7kui?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=75,2290000.0,האנפה 310,דירה,גילה,ירושלים,3.0,4.0,95.0,24105.263157894737
https://www.yad2.co.il/realestate/item/kbuzugpi?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=75,2790000.0,נווה שאנן 18,דירה,ניות,ירושלים,7.0,3.0,70.0,39857.142857142855
https://www.yad2.co.il/realestate/item/s4r5g1a6?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=75,4350000.0,משה קול,גג/ פנטהאוז,בית הכרם,ירושלים,3.0,4.0,112.0,38839.28571428572
https://www.yad2.co.il/realestate/item/6e8izwta?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=76,4350000.0,הרב אברהם זקן 1,דירה,מורדות ארנונה,ירושלים,11.0,5.0,127.0,34251.96850393701
https://www.yad2.co.il/realestate/item/r5080z7l?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=77,3400000.0,מרווה 22,דירת גן,גילה,ירושלים,0.0,4.0,120.0,28333.333333333332
https://www.yad2.co.il/realestate/item/an3nz1nn?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=77,4050000.0,דרך עזה 39,דירה,רחביה,ירושלים,2.0,4.0,107.0,37850.46728971963
https://www.yad2.co.il/realestate/item/zpzbw1up?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=77,4800000.0,פרופ' יעקב פולוצקי,גג/ פנטהאוז,גילה,ירושלים,2.0,7.0,180.0,26666.666666666668
https://www.yad2.co.il/realestate/item/bx8x417b?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=77,1950000.0,עולי הגרדום,דירה,ארמון הנציב,ירושלים,1.0,4.0,80.0,24375.0
https://www.yad2.co.il/realestate/item/vkvlzzov?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=77,2200000.0,אלפנדרי,דירה,מקור ברוך,ירושלים,2.0,2.0,43.0,51162.79069767442
https://www.yad2.co.il/realestate/item/i34q4scf?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=78,7350000.0,חזון ציון,דירת גן,בית הכרם,ירושלים,2.0,6.0,160.0,45937.5
https://www.yad2.co.il/realestate/item/tjyt81ax?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=78,3590000.0,קרית משה,דירה,קרית משה,ירושלים,2.0,3.0,80.0,44875.0
https://www.yad2.co.il/realestate/item/7f3x36m1?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=78,4450000.0,יעקב שריבוים,דירת גן,בית הכרם,ירושלים,0.0,4.0,90.0,49444.444444444445
https://www.yad2.co.il/realestate/item/7tlrzkqa?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=78,5190000.0,אברהם פררה,דירה,הולילנד,ירושלים,1.0,5.0,190.0,27315.78947368421
https://www.yad2.co.il/realestate/item/bh5322rz?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=79,3750000.0,אלוף שמחוני,דירה,גבעת הורדים,ירושלים,2.0,4.0,106.0,35377.35849056604
https://www.yad2.co.il/realestate/item/deketfz3?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=79,5900000.0,שמריהו לוין,דירת גן,קרית היובל,ירושלים,0.0,5.0,124.0,47580.645161290326
https://www.yad2.co.il/realestate/item/1jic996f?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=80,4600000.0,פרופסור יעקב נאמן 1,גג/ פנטהאוז,מורדות ארנונה,ירושלים,7.0,4.0,134.0,34328.35820895522
https://www.yad2.co.il/realestate/item/28zwt2cs?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=80,3149000.0,דוד פ. מרץ,דירה,רמת שרת,ירושלים,2.0,4.0,90.0,34988.88888888889
https://www.yad2.co.il/realestate/item/4tcytloo?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=80,4180000.0,לאה פורת,בית פרטי/ קוטג',גבעת משואה,ירושלים,0.0,6.0,147.0,28435.374149659863
https://www.yad2.co.il/realestate/item/zq51ie0p?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=80,2880000.0,חוזה סן מרטין 28,דירה,קטמונים,ירושלים,4.0,4.0,65.0,44307.692307692305
https://www.yad2.co.il/realestate/item/kpyzzkvl?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=80,2490000.0,הרב יצחק נסים,דירה,חומת שמואל,ירושלים,2.0,4.0,85.0,29294.117647058825
https://www.yad2.co.il/realestate/item/u3d1f27b?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=82,3500000.0,חיים ראובן קוברסקי 1,דירת גן,ערב א - סוואחרה,ירושלים,0.0,5.0,239.0,14644.351464435147
https://www.yad2.co.il/realestate/item/x6zc1tit?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=82,3950000.0,חוזה סן מרטין 23,דירה,קטמונים,ירושלים,4.0,4.0,110.0,35909.09090909091
https://www.yad2.co.il/realestate/item/m5gi0dw0?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=82,4690000.0,הדישון,דירה,מלחה,ירושלים,0.0,5.0,260.0,18038.46153846154
https://www.yad2.co.il/realestate/item/vae2xnz3?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=84,11500000.0,לייב יפה 1,גג/ פנטהאוז,תלפיות,ירושלים,23.0,6.0,409.0,28117.359413202936
https://www.yad2.co.il/realestate/item/jbi5onba?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=85,3150000.0,ראובן מנשה רביע 1,דירת גן,חומת שמואל,ירושלים,0.0,4.0,102.0,30882.352941176472
https://www.yad2.co.il/realestate/item/taxpmxrg?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=85,2350000.0,גולומב 23,דיור מוגן,קרית היובל,ירושלים,14.0,3.0,60.0,39166.666666666664
https://www.yad2.co.il/realestate/item/vwytfibn?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=85,2600000.0,יקינטון,דירת גן,גילה,ירושלים,0.0,4.0,80.0,32500.0
https://www.yad2.co.il/realestate/item/dkeoeq7b?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=86,2800000.0,הפסגה 9,דירה,בית וגן,ירושלים,1.0,2.0,67.0,41791.0447761194
https://www.yad2.co.il/realestate/item/3vogavy6?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=86,11000000.0,שבת צדק 16,בית פרטי/ קוטג',מחנה יהודה - לב העיר,ירושלים,0.0,7.0,311.0,35369.774919614145
https://www.yad2.co.il/realestate/item/t0hrtmgg?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=86,3090000.0,עמק רפאים,דירה,עמק רפאים,ירושלים,0.0,3.0,46.0,67173.91304347826
https://www.yad2.co.il/realestate/item/eo2y3qnf?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=87,2860000.0,נהוראי,דירה,קטמונים,ירושלים,2.0,3.0,85.0,33647.05882352941
https://www.yad2.co.il/realestate/item/gu3x0ac0?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=88,6150000.0,גבעת משואה,גג/ פנטהאוז,גבעת משואה,ירושלים,17.0,4.0,168.0,36607.142857142855
https://www.yad2.co.il/realestate/item/2mnrpw6u?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=88,4043000.0,הרב ריינס,דירה,קרית משה,ירושלים,5.0,4.0,120.0,33691.666666666664
https://www.yad2.co.il/realestate/item/gkfgun2u?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=88,4350000.0,בן ציון 20,דירה,גבעת שאול,ירושלים,3.0,5.0,125.0,34800.0
https://www.yad2.co.il/realestate/item/f8cmmn9n?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=89,5300000.0,הרב אברהם רביץ 12,דירה,נווה יעקב,ירושלים,3.0,5.0,250.0,21200.0
https://www.yad2.co.il/realestate/item/tr288o1u?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=89,2640000.0,אליהו קורן,דירה,חומת שמואל,ירושלים,3.0,4.0,90.0,29333.333333333332
https://www.yad2.co.il/realestate/item/0g5a5wz5?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=90,2100000.0,מחנה יהודה - לב העיר,גג/ פנטהאוז,מחנה יהודה - לב העיר,ירושלים,4.0,2.0,40.0,52500.0
https://www.yad2.co.il/realestate/item/7596wsma?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=90,23000000.0,חנוך קלעי,בית פרטי/ קוטג',מלחה,ירושלים,0.0,10.0,440.0,52272.72727272727
https://www.yad2.co.il/realestate/item/omced4vq?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=91,4600000.0,יפה רום 88,דירה,גילה,ירושלים,3.0,4.0,170.0,27058.82352941177
https://www.yad2.co.il/realestate/item/omced4vq?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=92,4600000.0,יפה רום 88,דירה,גילה,ירושלים,3.0,4.0,170.0,27058.82352941177
https://www.yad2.co.il/realestate/item/awp92zct?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=92,3200000.0,חיים גבריהו 1,דירת גן,פסגת זאב,ירושלים,1.0,4.0,185.0,17297.297297297297
https://www.yad2.co.il/realestate/item/e59f3e34?opened-from=feed&component-type=main_feed&spot=standard&location=21&pagination=92,3070000.0,עמנואל זיסמן,דירה,ירושלים,ירושלים,5.0,5.0,115.0,26695.652173913044
https://www.yad2.co.il/realestate/item/2il4off1?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=93,4850000.0,אל סלוודור,דירת גן,גבעת משואה,ירושלים,0.0,5.0,126.0,38492.06349206349
https://www.yad2.co.il/realestate/item/s9687lxs?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=93,2050000.0,כמון,דירה,גילה,ירושלים,1.0,3.0,72.0,28472.222222222223
https://www.yad2.co.il/realestate/item/s7oie8es?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=94,3890000.0,"בית הכרם, רמת בית הכרם",דירה,בית הכרם,ירושלים,1.0,4.0,90.0,43222.22222222222
https://www.yad2.co.il/realestate/item/ixiol8qy?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=94,4790000.0,יעקב סלמן,דירת גן,בית הכרם,ירושלים,1.0,4.0,93.0,51505.37634408602
https://www.yad2.co.il/realestate/item/o35tofwr?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=95,3900000.0,שמואל תמיר כצנלסון,דירה,פסגת זאב,ירושלים,2.0,7.0,217.0,17972.350230414748
https://www.yad2.co.il/realestate/item/405ah96r?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=95,3200000.0,מקור חיים,דירה,מקור חיים,ירושלים,6.0,3.0,85.0,37647.05882352941
https://www.yad2.co.il/realestate/item/0rq91f4v?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=96,12500000.0,קטמון הישנה,גג/ פנטהאוז,קטמון הישנה,ירושלים,2.0,6.0,200.0,62500.0
